"Input number 1222881 with intial rewrite term caababababaaabbbaaaabd
Generated final number 1 with final rewrite term cd
Number of steps: 3434  Number of array doubles: 1"
Term	Number
caabaabbbaabaabbbaafabbbabaabbbad	3713881934
caabaabbbaabaabbbaebabbbabaabbbad	3713881934
caabaabbbaabaabbbeababbbabaabbbad	3713881934
caabaabbbaabaabbfbababbbabaabbbad	3713881934
caabaabbbaabaabgabababbbabaabbbad	3713881934
caabaabbbaabaagbabababbbabaabbbad	3713881934
caabaabbbaabafababababbbabaabbbad	3713881934
caabaabbbaabebababababbbabaabbbad	3713881934
caabaabbbaafbbababababbbabaabbbad	3713881934
caabaabbbaebbbababababbbabaabbbad	3713881934
caabaabbbeabbbababababbbabaabbbad	3713881934
caabaabbfbabbbababababbbabaabbbad	3713881934
caabaabgababbbababababbbabaabbbad	3713881934
caabaagbababbbababababbbabaabbbad	3713881934
caabafabababbbababababbbabaabbbad	3713881934
caabebabababbbababababbbabaabbbad	3713881934
caafbbabababbbababababbbabaabbbad	3713881934
caebbbabababbbababababbbabaabbbad	3713881934
ceabbbabababbbababababbbabaabbbad	3713881934
cbabbbabababbbababababbbabaabbbad	3713881934
cbabbbabababbbababababbbabaabbbd	1856940967
cbabbbabababbbababababbbabaabbgd	2785411451
cbabbbabababbbababababbbabaabgbd	2785411451
cbabbbabababbbababababbbabaagbbd	2785411451
cbabbbabababbbababababbbabafabbd	2785411451
cbabbbabababbbababababbbabebabbd	2785411451
cbabbbabababbbababababbbafbbabbd	2785411451
cbabbbabababbbababababbbebbbabbd	2785411451
cbabbbabababbbababababbfbbbbabbd	2785411451
cbabbbabababbbababababgabbbbabbd	2785411451
cbabbbabababbbabababagbabbbbabbd	2785411451
cbabbbabababbbabababfababbbbabbd	2785411451
cbabbbabababbbababagaababbbbabbd	2785411451
cbabbbabababbbababfaaababbbbabbd	2785411451
cbabbbabababbbabagaaaababbbbabbd	2785411451
cbabbbabababbbabfaaaaababbbbabbd	2785411451
cbabbbabababbbagaaaaaababbbbabbd	2785411451
cbabbbabababbbfaaaaaaababbbbabbd	2785411451
cbabbbabababbgaaaaaaaababbbbabbd	2785411451
cbabbbabababgbaaaaaaaababbbbabbd	2785411451
cbabbbababagbbaaaaaaaababbbbabbd	2785411451
cbabbbababfabbaaaaaaaababbbbabbd	2785411451
cbabbbabagaabbaaaaaaaababbbbabbd	2785411451
cbabbbabfaaabbaaaaaaaababbbbabbd	2785411451
cbabbbagaaaabbaaaaaaaababbbbabbd	2785411451
cbabbbfaaaaabbaaaaaaaababbbbabbd	2785411451
cbabbgaaaaaabbaaaaaaaababbbbabbd	2785411451
cbabgbaaaaaabbaaaaaaaababbbbabbd	2785411451
cbagbbaaaaaabbaaaaaaaababbbbabbd	2785411451
cbfabbaaaaaabbaaaaaaaababbbbabbd	2785411451
cgaabbaaaaaabbaaaaaaaababbbbabbd	2785411451
cabaabbaaaaaabbaaaaaaaababbbbabbd	2785411451
cabaabbaaaaaabbaaaaaaaababbbbabgd	4178117177
cabaabbaaaaaabbaaaaaaaababbbbagbd	4178117177
cabaabbaaaaaabbaaaaaaaababbbbfabd	4178117177
cabaabbaaaaaabbaaaaaaaababbbgaabd	4178117177
cabaabbaaaaaabbaaaaaaaababbgbaabd	4178117177
cabaabbaaaaaabbaaaaaaaababgbbaabd	4178117177
cabaabbaaaaaabbaaaaaaaabagbbbaabd	4178117177
cabaabbaaaaaabbaaaaaaaabfabbbaabd	4178117177
cabaabbaaaaaabbaaaaaaaagaabbbaabd	4178117177
cabaabbaaaaaabbaaaaaaafaaabbbaabd	4178117177
cabaabbaaaaaabbaaaaaaebaaabbbaabd	4178117177
cabaabbaaaaaabbaaaaaeabaaabbbaabd	4178117177
cabaabbaaaaaabbaaaaeaabaaabbbaabd	4178117177
cabaabbaaaaaabbaaaeaaabaaabbbaabd	4178117177
cabaabbaaaaaabbaaeaaaabaaabbbaabd	4178117177
cabaabbaaaaaabbaeaaaaabaaabbbaabd	4178117177
cabaabbaaaaaabbeaaaaaabaaabbbaabd	4178117177
cabaabbaaaaaabfbaaaaaabaaabbbaabd	4178117177
cabaabbaaaaaagabaaaaaabaaabbbaabd	4178117177
cabaabbaaaaafaabaaaaaabaaabbbaabd	4178117177
cabaabbaaaaebaabaaaaaabaaabbbaabd	4178117177
cabaabbaaaeabaabaaaaaabaaabbbaabd	4178117177
cabaabbaaeaabaabaaaaaabaaabbbaabd	4178117177
cabaabbaeaaabaabaaaaaabaaabbbaabd	4178117177
cabaabbeaaaabaabaaaaaabaaabbbaabd	4178117177
cabaabfbaaaabaabaaaaaabaaabbbaabd	4178117177
cabaagabaaaabaabaaaaaabaaabbbaabd	4178117177
cabafaabaaaabaabaaaaaabaaabbbaabd	4178117177
cabebaabaaaabaabaaaaaabaaabbbaabd	4178117177
cafbbaabaaaabaabaaaaaabaaabbbaabd	4178117177
cebbbaabaaaabaabaaaaaabaaabbbaabd	4178117177
cbbbbaabaaaabaabaaaaaabaaabbbaabd	4178117177
cbbbbaabaaaabaabaaaaaabaaabbbaagd	6267175766
cbbbbaabaaaabaabaaaaaabaaabbbafad	6267175766
cbbbbaabaaaabaabaaaaaabaaabbbebad	6267175766
cbbbbaabaaaabaabaaaaaabaaabbfbbad	6267175766
cbbbbaabaaaabaabaaaaaabaaabgabbad	6267175766
cbbbbaabaaaabaabaaaaaabaaagbabbad	6267175766
cbbbbaabaaaabaabaaaaaabaafababbad	6267175766
cbbbbaabaaaabaabaaaaaabaebababbad	6267175766
cbbbbaabaaaabaabaaaaaabeabababbad	6267175766
cbbbbaabaaaabaabaaaaaafbabababbad	6267175766
cbbbbaabaaaabaabaaaaaebbabababbad	6267175766
cbbbbaabaaaabaabaaaaeabbabababbad	6267175766
cbbbbaabaaaabaabaaaeaabbabababbad	6267175766
cbbbbaabaaaabaabaaeaaabbabababbad	6267175766
cbbbbaabaaaabaabaeaaaabbabababbad	6267175766
cbbbbaabaaaabaabeaaaaabbabababbad	6267175766
cbbbbaabaaaabaafbaaaaabbabababbad	6267175766
cbbbbaabaaaabaebbaaaaabbabababbad	6267175766
cbbbbaabaaaabeabbaaaaabbabababbad	6267175766
cbbbbaabaaaafbabbaaaaabbabababbad	6267175766
cbbbbaabaaaebbabbaaaaabbabababbad	6267175766
cbbbbaabaaeabbabbaaaaabbabababbad	6267175766
cbbbbaabaeaabbabbaaaaabbabababbad	6267175766
cbbbbaabeaaabbabbaaaaabbabababbad	6267175766
cbbbbaafbaaabbabbaaaaabbabababbad	6267175766
cbbbbaebbaaabbabbaaaaabbabababbad	6267175766
cbbbbeabbaaabbabbaaaaabbabababbad	6267175766
cbbbfbabbaaabbabbaaaaabbabababbad	6267175766
cbbgababbaaabbabbaaaaabbabababbad	6267175766
cbgbababbaaabbabbaaaaabbabababbad	6267175766
cgbbababbaaabbabbaaaaabbabababbad	6267175766
cabbbababbaaabbabbaaaaabbabababbad	6267175766
cabbbababbaaabbabbaaaaabbabababbd	3133587883
cabbbababbaaabbabbaaaaabbabababgd	4700381825
cabbbababbaaabbabbaaaaabbababagbd	4700381825
cabbbababbaaabbabbaaaaabbababfabd	4700381825
cabbbababbaaabbabbaaaaabbabagaabd	4700381825
cabbbababbaaabbabbaaaaabbabfaaabd	4700381825
cabbbababbaaabbabbaaaaabbagaaaabd	4700381825
cabbbababbaaabbabbaaaaabbfaaaaabd	4700381825
cabbbababbaaabbabbaaaaabgaaaaaabd	4700381825
cabbbababbaaabbabbaaaaagbaaaaaabd	4700381825
cabbbababbaaabbabbaaaafabaaaaaabd	4700381825
cabbbababbaaabbabbaaaebabaaaaaabd	4700381825
cabbbababbaaabbabbaaeababaaaaaabd	4700381825
cabbbababbaaabbabbaeaababaaaaaabd	4700381825
cabbbababbaaabbabbeaaababaaaaaabd	4700381825
cabbbababbaaabbabfbaaababaaaaaabd	4700381825
cabbbababbaaabbagabaaababaaaaaabd	4700381825
cabbbababbaaabbfaabaaababaaaaaabd	4700381825
cabbbababbaaabgaaabaaababaaaaaabd	4700381825
cabbbababbaaagbaaabaaababaaaaaabd	4700381825
cabbbababbaafabaaabaaababaaaaaabd	4700381825
cabbbababbaebabaaabaaababaaaaaabd	4700381825
cabbbababbeababaaabaaababaaaaaabd	4700381825
cabbbababfbababaaabaaababaaaaaabd	4700381825
cabbbabagabababaaabaaababaaaaaabd	4700381825
cabbbabfaabababaaabaaababaaaaaabd	4700381825
cabbbagaaabababaaabaaababaaaaaabd	4700381825
cabbbfaaaabababaaabaaababaaaaaabd	4700381825
cabbgaaaaabababaaabaaababaaaaaabd	4700381825
cabgbaaaaabababaaabaaababaaaaaabd	4700381825
cagbbaaaaabababaaabaaababaaaaaabd	4700381825
cfabbaaaaabababaaabaaababaaaaaabd	4700381825
caaabbaaaaabababaaabaaababaaaaaabd	4700381825
caaabbaaaaabababaaabaaababaaaaaagd	7050572738
caaabbaaaaabababaaabaaababaaaaafad	7050572738
caaabbaaaaabababaaabaaababaaaaebad	7050572738
caaabbaaaaabababaaabaaababaaaeabad	7050572738
caaabbaaaaabababaaabaaababaaeaabad	7050572738
caaabbaaaaabababaaabaaababaeaaabad	7050572738
caaabbaaaaabababaaabaaababeaaaabad	7050572738
caaabbaaaaabababaaabaaabafbaaaabad	7050572738
caaabbaaaaabababaaabaaabebbaaaabad	7050572738
caaabbaaaaabababaaabaaafbbbaaaabad	7050572738
caaabbaaaaabababaaabaaebbbbaaaabad	7050572738
caaabbaaaaabababaaabaeabbbbaaaabad	7050572738
caaabbaaaaabababaaabeaabbbbaaaabad	7050572738
caaabbaaaaabababaaafbaabbbbaaaabad	7050572738
caaabbaaaaabababaaebbaabbbbaaaabad	7050572738
caaabbaaaaabababaeabbaabbbbaaaabad	7050572738
caaabbaaaaabababeaabbaabbbbaaaabad	7050572738
caaabbaaaaababafbaabbaabbbbaaaabad	7050572738
caaabbaaaaababebbaabbaabbbbaaaabad	7050572738
caaabbaaaaabafbbbaabbaabbbbaaaabad	7050572738
caaabbaaaaabebbbbaabbaabbbbaaaabad	7050572738
caaabbaaaaafbbbbbaabbaabbbbaaaabad	7050572738
caaabbaaaaebbbbbbaabbaabbbbaaaabad	7050572738
caaabbaaaeabbbbbbaabbaabbbbaaaabad	7050572738
caaabbaaeaabbbbbbaabbaabbbbaaaabad	7050572738
caaabbaeaaabbbbbbaabbaabbbbaaaabad	7050572738
caaabbeaaaabbbbbbaabbaabbbbaaaabad	7050572738
caaabfbaaaabbbbbbaabbaabbbbaaaabad	7050572738
caaagabaaaabbbbbbaabbaabbbbaaaabad	7050572738
caafaabaaaabbbbbbaabbaabbbbaaaabad	7050572738
caebaabaaaabbbbbbaabbaabbbbaaaabad	7050572738
ceabaabaaaabbbbbbaabbaabbbbaaaabad	7050572738
cbabaabaaaabbbbbbaabbaabbbbaaaabad	7050572738
cbabaabaaaabbbbbbaabbaabbbbaaaabd	3525286369
cbabaabaaaabbbbbbaabbaabbbbaaaagd	5287929554
cbabaabaaaabbbbbbaabbaabbbbaaafad	5287929554
cbabaabaaaabbbbbbaabbaabbbbaaebad	5287929554
cbabaabaaaabbbbbbaabbaabbbbaeabad	5287929554
cbabaabaaaabbbbbbaabbaabbbbeaabad	5287929554
cbabaabaaaabbbbbbaabbaabbbfbaabad	5287929554
cbabaabaaaabbbbbbaabbaabbgabaabad	5287929554
cbabaabaaaabbbbbbaabbaabgbabaabad	5287929554
cbabaabaaaabbbbbbaabbaagbbabaabad	5287929554
cbabaabaaaabbbbbbaabbafabbabaabad	5287929554
cbabaabaaaabbbbbbaabbebabbabaabad	5287929554
cbabaabaaaabbbbbbaabfbbabbabaabad	5287929554
cbabaabaaaabbbbbbaagabbabbabaabad	5287929554
cbabaabaaaabbbbbbafaabbabbabaabad	5287929554
cbabaabaaaabbbbbbebaabbabbabaabad	5287929554
cbabaabaaaabbbbbfbbaabbabbabaabad	5287929554
cbabaabaaaabbbbgabbaabbabbabaabad	5287929554
cbabaabaaaabbbgbabbaabbabbabaabad	5287929554
cbabaabaaaabbgbbabbaabbabbabaabad	5287929554
cbabaabaaaabgbbbabbaabbabbabaabad	5287929554
cbabaabaaaagbbbbabbaabbabbabaabad	5287929554
cbabaabaaafabbbbabbaabbabbabaabad	5287929554
cbabaabaaebabbbbabbaabbabbabaabad	5287929554
cbabaabaeababbbbabbaabbabbabaabad	5287929554
cbabaabeaababbbbabbaabbabbabaabad	5287929554
cbabaafbaababbbbabbaabbabbabaabad	5287929554
cbabaebbaababbbbabbaabbabbabaabad	5287929554
cbabeabbaababbbbabbaabbabbabaabad	5287929554
cbafbabbaababbbbabbaabbabbabaabad	5287929554
cbebbabbaababbbbabbaabbabbabaabad	5287929554
cfbbbabbaababbbbabbaabbabbabaabad	5287929554
caabbbabbaababbbbabbaabbabbabaabad	5287929554
caabbbabbaababbbbabbaabbabbabaabd	2643964777
caabbbabbaababbbbabbaabbabbabaagd	3965947166
caabbbabbaababbbbabbaabbabbabafad	3965947166
caabbbabbaababbbbabbaabbabbabebad	3965947166
caabbbabbaababbbbabbaabbabbafbbad	3965947166
caabbbabbaababbbbabbaabbabbebbbad	3965947166
caabbbabbaababbbbabbaabbabfbbbbad	3965947166
caabbbabbaababbbbabbaabbagabbbbad	3965947166
caabbbabbaababbbbabbaabbfaabbbbad	3965947166
caabbbabbaababbbbabbaabgaaabbbbad	3965947166
caabbbabbaababbbbabbaagbaaabbbbad	3965947166
caabbbabbaababbbbabbafabaaabbbbad	3965947166
caabbbabbaababbbbabbebabaaabbbbad	3965947166
caabbbabbaababbbbabfbbabaaabbbbad	3965947166
caabbbabbaababbbbagabbabaaabbbbad	3965947166
caabbbabbaababbbbfaabbabaaabbbbad	3965947166
caabbbabbaababbbgaaabbabaaabbbbad	3965947166
caabbbabbaababbgbaaabbabaaabbbbad	3965947166
caabbbabbaababgbbaaabbabaaabbbbad	3965947166
caabbbabbaabagbbbaaabbabaaabbbbad	3965947166
caabbbabbaabfabbbaaabbabaaabbbbad	3965947166
caabbbabbaagaabbbaaabbabaaabbbbad	3965947166
caabbbabbafaaabbbaaabbabaaabbbbad	3965947166
caabbbabbebaaabbbaaabbabaaabbbbad	3965947166
caabbbabfbbaaabbbaaabbabaaabbbbad	3965947166
caabbbagabbaaabbbaaabbabaaabbbbad	3965947166
caabbbfaabbaaabbbaaabbabaaabbbbad	3965947166
caabbgaaabbaaabbbaaabbabaaabbbbad	3965947166
caabgbaaabbaaabbbaaabbabaaabbbbad	3965947166
caagbbaaabbaaabbbaaabbabaaabbbbad	3965947166
cafabbaaabbaaabbbaaabbabaaabbbbad	3965947166
cebabbaaabbaaabbbaaabbabaaabbbbad	3965947166
cbbabbaaabbaaabbbaaabbabaaabbbbad	3965947166
cbbabbaaabbaaabbbaaabbabaaabbbbd	1982973583
cbbabbaaabbaaabbbaaabbabaaabbbgd	2974460375
cbbabbaaabbaaabbbaaabbabaaabbgbd	2974460375
cbbabbaaabbaaabbbaaabbabaaabgbbd	2974460375
cbbabbaaabbaaabbbaaabbabaaagbbbd	2974460375
cbbabbaaabbaaabbbaaabbabaafabbbd	2974460375
cbbabbaaabbaaabbbaaabbabaebabbbd	2974460375
cbbabbaaabbaaabbbaaabbabeababbbd	2974460375
cbbabbaaabbaaabbbaaabbafbababbbd	2974460375
cbbabbaaabbaaabbbaaabbebbababbbd	2974460375
cbbabbaaabbaaabbbaaabfbbbababbbd	2974460375
cbbabbaaabbaaabbbaaagabbbababbbd	2974460375
cbbabbaaabbaaabbbaafaabbbababbbd	2974460375
cbbabbaaabbaaabbbaebaabbbababbbd	2974460375
cbbabbaaabbaaabbbeabaabbbababbbd	2974460375
cbbabbaaabbaaabbfbabaabbbababbbd	2974460375
cbbabbaaabbaaabgababaabbbababbbd	2974460375
cbbabbaaabbaaagbababaabbbababbbd	2974460375
cbbabbaaabbaafabababaabbbababbbd	2974460375
cbbabbaaabbaebabababaabbbababbbd	2974460375
cbbabbaaabbeababababaabbbababbbd	2974460375
cbbabbaaabfbababababaabbbababbbd	2974460375
cbbabbaaagabababababaabbbababbbd	2974460375
cbbabbaafaabababababaabbbababbbd	2974460375
cbbabbaebaabababababaabbbababbbd	2974460375
cbbabbeabaabababababaabbbababbbd	2974460375
cbbabfbabaabababababaabbbababbbd	2974460375
cbbagababaabababababaabbbababbbd	2974460375
cbbfaababaabababababaabbbababbbd	2974460375
cbgaaababaabababababaabbbababbbd	2974460375
cgbaaababaabababababaabbbababbbd	2974460375
cabbaaababaabababababaabbbababbbd	2974460375
cabbaaababaabababababaabbbababbgd	4461690563
cabbaaababaabababababaabbbababgbd	4461690563
cabbaaababaabababababaabbbabagbbd	4461690563
cabbaaababaabababababaabbbabfabbd	4461690563
cabbaaababaabababababaabbbagaabbd	4461690563
cabbaaababaabababababaabbbfaaabbd	4461690563
cabbaaababaabababababaabbgaaaabbd	4461690563
cabbaaababaabababababaabgbaaaabbd	4461690563
cabbaaababaabababababaagbbaaaabbd	4461690563
cabbaaababaabababababafabbaaaabbd	4461690563
cabbaaababaabababababebabbaaaabbd	4461690563
cabbaaababaababababafbbabbaaaabbd	4461690563
cabbaaababaababababebbbabbaaaabbd	4461690563
cabbaaababaabababafbbbbabbaaaabbd	4461690563
cabbaaababaabababebbbbbabbaaaabbd	4461690563
cabbaaababaababafbbbbbbabbaaaabbd	4461690563
cabbaaababaababebbbbbbbabbaaaabbd	4461690563
cabbaaababaabafbbbbbbbbabbaaaabbd	4461690563
cabbaaababaabebbbbbbbbbabbaaaabbd	4461690563
cabbaaababaafbbbbbbbbbbabbaaaabbd	4461690563
cabbaaababaebbbbbbbbbbbabbaaaabbd	4461690563
cabbaaababeabbbbbbbbbbbabbaaaabbd	4461690563
cabbaaabafbabbbbbbbbbbbabbaaaabbd	4461690563
cabbaaabebbabbbbbbbbbbbabbaaaabbd	4461690563
cabbaaafbbbabbbbbbbbbbbabbaaaabbd	4461690563
cabbaaebbbbabbbbbbbbbbbabbaaaabbd	4461690563
cabbaeabbbbabbbbbbbbbbbabbaaaabbd	4461690563
cabbeaabbbbabbbbbbbbbbbabbaaaabbd	4461690563
cabfbaabbbbabbbbbbbbbbbabbaaaabbd	4461690563
cagabaabbbbabbbbbbbbbbbabbaaaabbd	4461690563
cfaabaabbbbabbbbbbbbbbbabbaaaabbd	4461690563
caaaabaabbbbabbbbbbbbbbbabbaaaabbd	4461690563
caaaabaabbbbabbbbbbbbbbbabbaaaabgd	6692535845
caaaabaabbbbabbbbbbbbbbbabbaaaagbd	6692535845
caaaabaabbbbabbbbbbbbbbbabbaaafabd	6692535845
caaaabaabbbbabbbbbbbbbbbabbaaebabd	6692535845
caaaabaabbbbabbbbbbbbbbbabbaeababd	6692535845
caaaabaabbbbabbbbbbbbbbbabbeaababd	6692535845
caaaabaabbbbabbbbbbbbbbbabfbaababd	6692535845
caaaabaabbbbabbbbbbbbbbbagabaababd	6692535845
caaaabaabbbbabbbbbbbbbbbfaabaababd	6692535845
caaaabaabbbbabbbbbbbbbbgaaabaababd	6692535845
caaaabaabbbbabbbbbbbbbgbaaabaababd	6692535845
caaaabaabbbbabbbbbbbbgbbaaabaababd	6692535845
caaaabaabbbbabbbbbbbgbbbaaabaababd	6692535845
caaaabaabbbbabbbbbbgbbbbaaabaababd	6692535845
caaaabaabbbbabbbbbgbbbbbaaabaababd	6692535845
caaaabaabbbbabbbbgbbbbbbaaabaababd	6692535845
caaaabaabbbbabbbgbbbbbbbaaabaababd	6692535845
caaaabaabbbbabbgbbbbbbbbaaabaababd	6692535845
caaaabaabbbbabgbbbbbbbbbaaabaababd	6692535845
caaaabaabbbbagbbbbbbbbbbaaabaababd	6692535845
caaaabaabbbbfabbbbbbbbbbaaabaababd	6692535845
caaaabaabbbgaabbbbbbbbbbaaabaababd	6692535845
caaaabaabbgbaabbbbbbbbbbaaabaababd	6692535845
caaaabaabgbbaabbbbbbbbbbaaabaababd	6692535845
caaaabaagbbbaabbbbbbbbbbaaabaababd	6692535845
caaaabafabbbaabbbbbbbbbbaaabaababd	6692535845
caaaabebabbbaabbbbbbbbbbaaabaababd	6692535845
caaaafbbabbbaabbbbbbbbbbaaabaababd	6692535845
caaaebbbabbbaabbbbbbbbbbaaabaababd	6692535845
caaeabbbabbbaabbbbbbbbbbaaabaababd	6692535845
caeaabbbabbbaabbbbbbbbbbaaabaababd	6692535845
ceaaabbbabbbaabbbbbbbbbbaaabaababd	6692535845
cbaaabbbabbbaabbbbbbbbbbaaabaababd	6692535845
cbaaabbbabbbaabbbbbbbbbbaaabaabagd	10038803768
cbaaabbbabbbaabbbbbbbbbbaaabaabfad	10038803768
cbaaabbbabbbaabbbbbbbbbbaaabaagaad	10038803768
cbaaabbbabbbaabbbbbbbbbbaaabafaaad	10038803768
cbaaabbbabbbaabbbbbbbbbbaaabebaaad	10038803768
cbaaabbbabbbaabbbbbbbbbbaaafbbaaad	10038803768
cbaaabbbabbbaabbbbbbbbbbaaebbbaaad	10038803768
cbaaabbbabbbaabbbbbbbbbbaeabbbaaad	10038803768
cbaaabbbabbbaabbbbbbbbbbeaabbbaaad	10038803768
cbaaabbbabbbaabbbbbbbbbfbaabbbaaad	10038803768
cbaaabbbabbbaabbbbbbbbgabaabbbaaad	10038803768
cbaaabbbabbbaabbbbbbbgbabaabbbaaad	10038803768
cbaaabbbabbbaabbbbbbgbbabaabbbaaad	10038803768
cbaaabbbabbbaabbbbbgbbbabaabbbaaad	10038803768
cbaaabbbabbbaabbbbgbbbbabaabbbaaad	10038803768
cbaaabbbabbbaabbbgbbbbbabaabbbaaad	10038803768
cbaaabbbabbbaabbgbbbbbbabaabbbaaad	10038803768
cbaaabbbabbbaabgbbbbbbbabaabbbaaad	10038803768
cbaaabbbabbbaagbbbbbbbbabaabbbaaad	10038803768
cbaaabbbabbbafabbbbbbbbabaabbbaaad	10038803768
cbaaabbbabbbebabbbbbbbbabaabbbaaad	10038803768
cbaaabbbabbfbbabbbbbbbbabaabbbaaad	10038803768
cbaaabbbabgabbabbbbbbbbabaabbbaaad	10038803768
cbaaabbbagbabbabbbbbbbbabaabbbaaad	10038803768
cbaaabbbfababbabbbbbbbbabaabbbaaad	10038803768
cbaaabbgaababbabbbbbbbbabaabbbaaad	10038803768
cbaaabgbaababbabbbbbbbbabaabbbaaad	10038803768
cbaaagbbaababbabbbbbbbbabaabbbaaad	10038803768
cbaafabbaababbabbbbbbbbabaabbbaaad	10038803768
cbaebabbaababbabbbbbbbbabaabbbaaad	10038803768
cbeababbaababbabbbbbbbbabaabbbaaad	10038803768
cfbababbaababbabbbbbbbbabaabbbaaad	10038803768
caabababbaababbabbbbbbbbabaabbbaaad	10038803768
caabababbaababbabbbbbbbbabaabbbaad	5019401884
caabababbaababbabbbbbbbbabaabbbad	2509700942
caabababbaababbabbbbbbbbabaabbbd	1254850471
caabababbaababbabbbbbbbbabaabbgd	1882275707
caabababbaababbabbbbbbbbabaabgbd	1882275707
caabababbaababbabbbbbbbbabaagbbd	1882275707
caabababbaababbabbbbbbbbabafabbd	1882275707
caabababbaababbabbbbbbbbabebabbd	1882275707
caabababbaababbabbbbbbbbafbbabbd	1882275707
caabababbaababbabbbbbbbbebbbabbd	1882275707
caabababbaababbabbbbbbbfbbbbabbd	1882275707
caabababbaababbabbbbbbgabbbbabbd	1882275707
caabababbaababbabbbbbgbabbbbabbd	1882275707
caabababbaababbabbbbgbbabbbbabbd	1882275707
caabababbaababbabbbgbbbabbbbabbd	1882275707
caabababbaababbabbgbbbbabbbbabbd	1882275707
caabababbaababbabgbbbbbabbbbabbd	1882275707
caabababbaababbagbbbbbbabbbbabbd	1882275707
caabababbaababbfabbbbbbabbbbabbd	1882275707
caabababbaababgaabbbbbbabbbbabbd	1882275707
caabababbaabagbaabbbbbbabbbbabbd	1882275707
caabababbaabfabaabbbbbbabbbbabbd	1882275707
caabababbaagaabaabbbbbbabbbbabbd	1882275707
caabababbafaaabaabbbbbbabbbbabbd	1882275707
caabababbebaaabaabbbbbbabbbbabbd	1882275707
caabababfbbaaabaabbbbbbabbbbabbd	1882275707
caababagabbaaabaabbbbbbabbbbabbd	1882275707
caababfaabbaaabaabbbbbbabbbbabbd	1882275707
caabagaaabbaaabaabbbbbbabbbbabbd	1882275707
caabfaaaabbaaabaabbbbbbabbbbabbd	1882275707
caagaaaaabbaaabaabbbbbbabbbbabbd	1882275707
cafaaaaaabbaaabaabbbbbbabbbbabbd	1882275707
cebaaaaaabbaaabaabbbbbbabbbbabbd	1882275707
cbbaaaaaabbaaabaabbbbbbabbbbabbd	1882275707
cbbaaaaaabbaaabaabbbbbbabbbbabgd	2823413561
cbbaaaaaabbaaabaabbbbbbabbbbagbd	2823413561
cbbaaaaaabbaaabaabbbbbbabbbbfabd	2823413561
cbbaaaaaabbaaabaabbbbbbabbbgaabd	2823413561
cbbaaaaaabbaaabaabbbbbbabbgbaabd	2823413561
cbbaaaaaabbaaabaabbbbbbabgbbaabd	2823413561
cbbaaaaaabbaaabaabbbbbbagbbbaabd	2823413561
cbbaaaaaabbaaabaabbbbbbfabbbaabd	2823413561
cbbaaaaaabbaaabaabbbbbgaabbbaabd	2823413561
cbbaaaaaabbaaabaabbbbgbaabbbaabd	2823413561
cbbaaaaaabbaaabaabbbgbbaabbbaabd	2823413561
cbbaaaaaabbaaabaabbgbbbaabbbaabd	2823413561
cbbaaaaaabbaaabaabgbbbbaabbbaabd	2823413561
cbbaaaaaabbaaabaagbbbbbaabbbaabd	2823413561
cbbaaaaaabbaaabafabbbbbaabbbaabd	2823413561
cbbaaaaaabbaaabebabbbbbaabbbaabd	2823413561
cbbaaaaaabbaaafbbabbbbbaabbbaabd	2823413561
cbbaaaaaabbaaebbbabbbbbaabbbaabd	2823413561
cbbaaaaaabbaeabbbabbbbbaabbbaabd	2823413561
cbbaaaaaabbeaabbbabbbbbaabbbaabd	2823413561
cbbaaaaaabfbaabbbabbbbbaabbbaabd	2823413561
cbbaaaaaagabaabbbabbbbbaabbbaabd	2823413561
cbbaaaaafaabaabbbabbbbbaabbbaabd	2823413561
cbbaaaaebaabaabbbabbbbbaabbbaabd	2823413561
cbbaaaeabaabaabbbabbbbbaabbbaabd	2823413561
cbbaaeaabaabaabbbabbbbbaabbbaabd	2823413561
cbbaeaaabaabaabbbabbbbbaabbbaabd	2823413561
cbbeaaaabaabaabbbabbbbbaabbbaabd	2823413561
cbfbaaaabaabaabbbabbbbbaabbbaabd	2823413561
cgabaaaabaabaabbbabbbbbaabbbaabd	2823413561
cababaaaabaabaabbbabbbbbaabbbaabd	2823413561
cababaaaabaabaabbbabbbbbaabbbaagd	4235120342
cababaaaabaabaabbbabbbbbaabbbafad	4235120342
cababaaaabaabaabbbabbbbbaabbbebad	4235120342
cababaaaabaabaabbbabbbbbaabbfbbad	4235120342
cababaaaabaabaabbbabbbbbaabgabbad	4235120342
cababaaaabaabaabbbabbbbbaagbabbad	4235120342
cababaaaabaabaabbbabbbbbafababbad	4235120342
cababaaaabaabaabbbabbbbbebababbad	4235120342
cababaaaabaabaabbbabbbbfbbababbad	4235120342
cababaaaabaabaabbbabbbgabbababbad	4235120342
cababaaaabaabaabbbabbgbabbababbad	4235120342
cababaaaabaabaabbbabgbbabbababbad	4235120342
cababaaaabaabaabbbagbbbabbababbad	4235120342
cababaaaabaabaabbbfabbbabbababbad	4235120342
cababaaaabaabaabbgaabbbabbababbad	4235120342
cababaaaabaabaabgbaabbbabbababbad	4235120342
cababaaaabaabaagbbaabbbabbababbad	4235120342
cababaaaabaabafabbaabbbabbababbad	4235120342
cababaaaabaabebabbaabbbabbababbad	4235120342
cababaaaabaafbbabbaabbbabbababbad	4235120342
cababaaaabaebbbabbaabbbabbababbad	4235120342
cababaaaabeabbbabbaabbbabbababbad	4235120342
